model_type,feature_group,fold,metric,value,train_n,validation_n,train_patient_group_n,validation_patient_group_n
multinomial_logistic,E0_log2_exposure_time,0,accuracy,0.33,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,balanced_accuracy,0.4331792437114776,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,macro_precision,0.5587606837606838,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,macro_recall,0.4331792437114776,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,macro_f1,0.2952472089314195,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,normal_auc,0.6513269339356296,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,mild_auc,0.5132211538461537,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,severe_auc,0.6204468188440991,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,0,macro_auc,0.5949983022086275,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,accuracy,0.34,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,balanced_accuracy,0.45077461269365315,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,macro_precision,0.24091662897633048,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,macro_recall,0.45077461269365315,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,macro_f1,0.2986857825567503,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,normal_auc,0.6773009599096556,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,mild_auc,0.5056089743589745,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,severe_auc,0.6510441962117534,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,1,macro_auc,0.6113180434934611,400,100,385,98
multinomial_logistic,E0_log2_exposure_time,2,accuracy,0.32,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,balanced_accuracy,0.4265700483091787,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,macro_precision,0.21717171717171715,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,macro_recall,0.4265700483091787,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,macro_f1,0.27370548718863325,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,normal_auc,0.7552230378317335,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,mild_auc,0.5670413488558811,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,severe_auc,0.5866666666666667,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,2,macro_auc,0.6363103511180938,400,100,387,96
multinomial_logistic,E0_log2_exposure_time,3,accuracy,0.38,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,balanced_accuracy,0.49323671497584537,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,macro_precision,0.26426426426426425,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,macro_recall,0.49323671497584537,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,macro_f1,0.33194492653014,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,normal_auc,0.7922077922077921,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,mild_auc,0.5285026093938177,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,severe_auc,0.7126190476190476,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,3,macro_auc,0.6777764830735524,400,100,386,97
multinomial_logistic,E0_log2_exposure_time,4,accuracy,0.3,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,balanced_accuracy,0.40434782608695646,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,macro_precision,0.2070015220700152,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,macro_recall,0.40434782608695646,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,macro_f1,0.25109649122807015,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,normal_auc,0.6665725578769057,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,mild_auc,0.5614211160176635,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,severe_auc,0.5538095238095239,400,100,389,94
multinomial_logistic,E0_log2_exposure_time,4,macro_auc,0.5939343992346977,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,0,accuracy,0.27,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,balanced_accuracy,0.3567695319007163,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,macro_precision,0.2356445262565833,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,macro_recall,0.3567695319007163,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,macro_f1,0.24718277174417524,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,normal_auc,0.653020892151327,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,mild_auc,0.6418269230769231,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,severe_auc,0.45968916949975713,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,0,macro_auc,0.5848456615760024,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,accuracy,0.42,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,balanced_accuracy,0.41554222888555725,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,macro_precision,0.3902982842537455,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,macro_recall,0.41554222888555725,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,macro_f1,0.37953816278284364,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,normal_auc,0.6716544325239977,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,mild_auc,0.5364583333333334,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,severe_auc,0.6029626032054395,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,1,macro_auc,0.6036917896875903,400,100,385,98
multinomial_logistic,E0_log2_iso_gain,2,accuracy,0.4,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,balanced_accuracy,0.4040086339808819,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,macro_precision,0.37990781479153574,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,macro_recall,0.4040086339808819,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,macro_f1,0.38000000000000006,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,normal_auc,0.7374364765669114,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,mild_auc,0.5202729827378563,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,severe_auc,0.680952380952381,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,2,macro_auc,0.6462206134190496,400,100,387,96
multinomial_logistic,E0_log2_iso_gain,3,accuracy,0.42,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,balanced_accuracy,0.42495631616815704,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,macro_precision,0.4041578576462297,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,macro_recall,0.42495631616815704,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,macro_f1,0.38143035389298174,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,normal_auc,0.6662902315076229,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,mild_auc,0.5616218386190286,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,severe_auc,0.5671428571428572,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,3,macro_auc,0.5983516424231695,400,100,386,97
multinomial_logistic,E0_log2_iso_gain,4,accuracy,0.41,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,balanced_accuracy,0.4870181930311441,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,macro_precision,0.5399425287356322,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,macro_recall,0.4870181930311441,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,macro_f1,0.3989044694571953,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,normal_auc,0.6679841897233202,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,mild_auc,0.6481332798073063,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,severe_auc,0.4659523809523809,400,100,389,94
multinomial_logistic,E0_log2_iso_gain,4,macro_auc,0.5940232834943359,400,100,389,94
multinomial_logistic,E0_log2_fnumber,0,accuracy,0.5,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,balanced_accuracy,0.5208333333333334,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,macro_precision,0.3376274825550188,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,macro_recall,0.5208333333333334,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,macro_f1,0.3906235608363268,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,normal_auc,0.7987012987012987,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,mild_auc,0.5969551282051282,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,severe_auc,0.6189898008742108,400,100,385,98
multinomial_logistic,E0_log2_fnumber,0,macro_auc,0.6715487425935459,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,accuracy,0.56,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,balanced_accuracy,0.5625,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,macro_precision,0.3703703703703704,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,macro_recall,0.5625,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,macro_f1,0.4390824290881401,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,normal_auc,0.8571428571428571,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,mild_auc,0.6454326923076923,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,severe_auc,0.6629431762991743,400,100,385,98
multinomial_logistic,E0_log2_fnumber,1,macro_auc,0.7218395752499078,400,100,385,98
multinomial_logistic,E0_log2_fnumber,2,accuracy,0.57,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,balanced_accuracy,0.5744680851063829,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,macro_precision,0.3779419813902572,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,macro_recall,0.5744680851063829,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,macro_f1,0.4517704517704518,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,normal_auc,0.8766233766233766,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,mild_auc,0.6449217181854676,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,severe_auc,0.6685714285714286,400,100,387,96
multinomial_logistic,E0_log2_fnumber,2,macro_auc,0.7300388411267577,400,100,387,96
multinomial_logistic,E0_log2_fnumber,3,accuracy,0.56,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,balanced_accuracy,0.5673758865248227,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,macro_precision,0.37219485495347565,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,macro_recall,0.5673758865248227,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,macro_f1,0.44542124542124545,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,normal_auc,0.8766233766233766,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,mild_auc,0.630268968285829,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,severe_auc,0.6988095238095239,400,100,386,97
multinomial_logistic,E0_log2_fnumber,3,macro_auc,0.7352339562395765,400,100,386,97
multinomial_logistic,E0_log2_fnumber,4,accuracy,0.55,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,balanced_accuracy,0.5602836879432624,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,macro_precision,0.3666666666666667,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,macro_recall,0.5602836879432624,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,macro_f1,0.42997693357811984,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,normal_auc,0.8246753246753247,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,mild_auc,0.6778402248093136,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,severe_auc,0.5800000000000001,400,100,389,94
multinomial_logistic,E0_log2_fnumber,4,macro_auc,0.6941718498282127,400,100,389,94
multinomial_logistic,E0_BrightnessValue,0,accuracy,0.43,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,balanced_accuracy,0.5374708479093787,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,macro_precision,0.46230936819172114,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,macro_recall,0.5374708479093787,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,macro_f1,0.41126710234261726,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,normal_auc,0.8190287972896669,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,mild_auc,0.617988782051282,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,severe_auc,0.6007770762506071,400,100,385,98
multinomial_logistic,E0_BrightnessValue,0,macro_auc,0.6792648851971853,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,accuracy,0.45,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,balanced_accuracy,0.5650091620856238,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,macro_precision,0.4520030234315948,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,macro_recall,0.5650091620856238,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,macro_f1,0.4348178137651822,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,normal_auc,0.896386222473179,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,mild_auc,0.6514423076923077,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,severe_auc,0.6476444876153473,400,100,385,98
multinomial_logistic,E0_BrightnessValue,1,macro_auc,0.731824339260278,400,100,385,98
multinomial_logistic,E0_BrightnessValue,2,accuracy,0.46,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,balanced_accuracy,0.5781066913351834,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,macro_precision,0.4031713900134952,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,macro_recall,0.5781066913351834,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,macro_f1,0.4227863930147513,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,normal_auc,0.8977978543195935,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,mild_auc,0.5957446808510638,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,severe_auc,0.7219047619047619,400,100,387,96
multinomial_logistic,E0_BrightnessValue,2,macro_auc,0.738482432358473,400,100,387,96
multinomial_logistic,E0_BrightnessValue,3,accuracy,0.51,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,balanced_accuracy,0.6169493267550622,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,macro_precision,0.5598587664128876,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,macro_recall,0.6169493267550622,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,macro_f1,0.49660468572181,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,normal_auc,0.8591191417278373,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,mild_auc,0.6128061019670815,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,severe_auc,0.6466666666666666,400,100,386,97
multinomial_logistic,E0_BrightnessValue,3,macro_auc,0.7061973034538619,400,100,386,97
multinomial_logistic,E0_BrightnessValue,4,accuracy,0.41,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,balanced_accuracy,0.4984376606023229,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,macro_precision,0.42671394799054374,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,macro_recall,0.4984376606023229,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,macro_f1,0.40210659697473666,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,normal_auc,0.8565782044042914,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,mild_auc,0.7089522280208752,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,severe_auc,0.5528571428571429,400,100,389,94
multinomial_logistic,E0_BrightnessValue,4,macro_auc,0.7061291917607698,400,100,389,94
multinomial_logistic,E1_four_core_transformed,0,accuracy,0.43,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,balanced_accuracy,0.5541187739463602,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,macro_precision,0.5037324145851277,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,macro_recall,0.5541187739463602,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,macro_f1,0.39194465665053896,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,normal_auc,0.8018068887634106,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,mild_auc,0.6165865384615384,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,severe_auc,0.5842642059252064,400,100,385,98
multinomial_logistic,E1_four_core_transformed,0,macro_auc,0.6675525443833852,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,accuracy,0.5,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,balanced_accuracy,0.60727969348659,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,macro_precision,0.5567340067340067,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,macro_recall,0.60727969348659,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,macro_f1,0.48940165803957986,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,normal_auc,0.8610954263128177,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,mild_auc,0.6017628205128206,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,severe_auc,0.6619718309859155,400,100,385,98
multinomial_logistic,E1_four_core_transformed,1,macro_auc,0.7082766926038513,400,100,385,98
multinomial_logistic,E1_four_core_transformed,2,accuracy,0.47,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,balanced_accuracy,0.5604481447219652,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,macro_precision,0.476984126984127,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,macro_recall,0.5604481447219652,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,macro_f1,0.4732600732600732,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,normal_auc,0.8949745906267645,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,mild_auc,0.5867121637896426,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,severe_auc,0.6516666666666667,400,100,387,96
multinomial_logistic,E1_four_core_transformed,2,macro_auc,0.7111178070276912,400,100,387,96
multinomial_logistic,E1_four_core_transformed,3,accuracy,0.51,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,balanced_accuracy,0.632387706855792,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,macro_precision,0.6673881673881673,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,macro_recall,0.632387706855792,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,macro_f1,0.4719758672699849,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,normal_auc,0.8619424054206664,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,mild_auc,0.646326776395022,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,severe_auc,0.7292857142857143,400,100,386,97
multinomial_logistic,E1_four_core_transformed,3,macro_auc,0.7458516320338009,400,100,386,97
multinomial_logistic,E1_four_core_transformed,4,accuracy,0.43,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,balanced_accuracy,0.5401171754548257,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,macro_precision,0.5273194384136634,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,macro_recall,0.5401171754548257,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,macro_f1,0.39876354582236934,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,normal_auc,0.8097120271033315,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,mild_auc,0.6800481734243276,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,severe_auc,0.5571428571428572,400,100,389,94
multinomial_logistic,E1_four_core_transformed,4,macro_auc,0.6823010192235053,400,100,389,94
multinomial_logistic,E2_compact_physical,0,accuracy,0.47,400,100,385,98
multinomial_logistic,E2_compact_physical,0,balanced_accuracy,0.5500478927203064,400,100,385,98
multinomial_logistic,E2_compact_physical,0,macro_precision,0.49499118165784833,400,100,385,98
multinomial_logistic,E2_compact_physical,0,macro_recall,0.5500478927203064,400,100,385,98
multinomial_logistic,E2_compact_physical,0,macro_f1,0.4605405330043011,400,100,385,98
multinomial_logistic,E2_compact_physical,0,normal_auc,0.8029361942405421,400,100,385,98
multinomial_logistic,E2_compact_physical,0,mild_auc,0.6266025641025641,400,100,385,98
multinomial_logistic,E2_compact_physical,0,severe_auc,0.6260320543953376,400,100,385,98
multinomial_logistic,E2_compact_physical,0,macro_auc,0.6851902709128145,400,100,385,98
multinomial_logistic,E2_compact_physical,1,accuracy,0.45,400,100,385,98
multinomial_logistic,E2_compact_physical,1,balanced_accuracy,0.5452586206896551,400,100,385,98
multinomial_logistic,E2_compact_physical,1,macro_precision,0.4541541541541541,400,100,385,98
multinomial_logistic,E2_compact_physical,1,macro_recall,0.5452586206896551,400,100,385,98
multinomial_logistic,E2_compact_physical,1,macro_f1,0.4477124183006536,400,100,385,98
multinomial_logistic,E2_compact_physical,1,normal_auc,0.8610954263128177,400,100,385,98
multinomial_logistic,E2_compact_physical,1,mild_auc,0.6089743589743589,400,100,385,98
multinomial_logistic,E2_compact_physical,1,severe_auc,0.6585721223895095,400,100,385,98
multinomial_logistic,E2_compact_physical,1,macro_auc,0.7095473025588954,400,100,385,98
multinomial_logistic,E2_compact_physical,2,accuracy,0.47,400,100,387,96
multinomial_logistic,E2_compact_physical,2,balanced_accuracy,0.5363346695446604,400,100,387,96
multinomial_logistic,E2_compact_physical,2,macro_precision,0.4611111111111111,400,100,387,96
multinomial_logistic,E2_compact_physical,2,macro_recall,0.5363346695446604,400,100,387,96
multinomial_logistic,E2_compact_physical,2,macro_f1,0.4737854737854738,400,100,387,96
multinomial_logistic,E2_compact_physical,2,normal_auc,0.8949745906267645,400,100,387,96
multinomial_logistic,E2_compact_physical,2,mild_auc,0.5903251706142112,400,100,387,96
multinomial_logistic,E2_compact_physical,2,severe_auc,0.6492857142857142,400,100,387,96
multinomial_logistic,E2_compact_physical,2,macro_auc,0.71152849184223,400,100,387,96
multinomial_logistic,E2_compact_physical,3,accuracy,0.54,400,100,386,97
multinomial_logistic,E2_compact_physical,3,balanced_accuracy,0.6295508274231678,400,100,386,97
multinomial_logistic,E2_compact_physical,3,macro_precision,0.5630952380952382,400,100,386,97
multinomial_logistic,E2_compact_physical,3,macro_recall,0.6295508274231678,400,100,386,97
multinomial_logistic,E2_compact_physical,3,macro_f1,0.5399267399267399,400,100,386,97
multinomial_logistic,E2_compact_physical,3,normal_auc,0.8642010163749294,400,100,386,97
multinomial_logistic,E2_compact_physical,3,mild_auc,0.6306704134885589,400,100,386,97
multinomial_logistic,E2_compact_physical,3,severe_auc,0.7221428571428571,400,100,386,97
multinomial_logistic,E2_compact_physical,3,macro_auc,0.7390047623354484,400,100,386,97
multinomial_logistic,E2_compact_physical,4,accuracy,0.43,400,100,389,94
multinomial_logistic,E2_compact_physical,4,balanced_accuracy,0.5280604378661733,400,100,389,94
multinomial_logistic,E2_compact_physical,4,macro_precision,0.47161108345777336,400,100,389,94
multinomial_logistic,E2_compact_physical,4,macro_recall,0.5280604378661733,400,100,389,94
multinomial_logistic,E2_compact_physical,4,macro_f1,0.4147242127227302,400,100,389,94
multinomial_logistic,E2_compact_physical,4,normal_auc,0.8074534161490683,400,100,389,94
multinomial_logistic,E2_compact_physical,4,mild_auc,0.6647932557205942,400,100,389,94
multinomial_logistic,E2_compact_physical,4,severe_auc,0.5466666666666666,400,100,389,94
multinomial_logistic,E2_compact_physical,4,macro_auc,0.6729711128454431,400,100,389,94
