model_type,feature_group,fold,metric,value,train_n,validation_n,train_patient_group_n,validation_patient_group_n
random_forest_shallow,E0_BrightnessValue,0,macro_recall,0.5219057138097618,400,100,385,98
random_forest_shallow,E0_BrightnessValue,0,macro_f1,0.4444444444444444,400,100,385,98
random_forest_shallow,E0_BrightnessValue,0,normal_auc,0.854884246188594,400,100,385,98
random_forest_shallow,E0_BrightnessValue,0,mild_auc,0.6087740384615384,400,100,385,98
random_forest_shallow,E0_BrightnessValue,0,severe_auc,0.6481301602719767,400,100,385,98
random_forest_shallow,E0_BrightnessValue,0,macro_auc,0.703929481640703,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,accuracy,0.5,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,balanced_accuracy,0.5936302681992337,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,macro_precision,0.5264075220731567,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,macro_recall,0.5936302681992337,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,macro_f1,0.4975146889984467,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,normal_auc,0.8743647656691134,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,mild_auc,0.6800881410256411,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,severe_auc,0.6838271005342399,400,100,385,98
random_forest_shallow,E0_BrightnessValue,1,macro_auc,0.7460933357429981,400,100,385,98
random_forest_shallow,E0_BrightnessValue,2,accuracy,0.49,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,balanced_accuracy,0.5659574468085107,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,macro_precision,0.4870268620268621,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,macro_recall,0.5659574468085107,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,macro_f1,0.4927835752404908,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,normal_auc,0.8802936194240543,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,mild_auc,0.6180248896025692,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,severe_auc,0.6588095238095238,400,100,387,96
random_forest_shallow,E0_BrightnessValue,2,macro_auc,0.7190426776120491,400,100,387,96
random_forest_shallow,E0_BrightnessValue,3,accuracy,0.51,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,balanced_accuracy,0.6008736766368589,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,macro_precision,0.5344819436566458,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,macro_recall,0.6008736766368589,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,macro_f1,0.5085027542219324,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,normal_auc,0.8658949745906267,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,mild_auc,0.6043757527097551,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,severe_auc,0.7085714285714286,400,100,386,97
random_forest_shallow,E0_BrightnessValue,3,macro_auc,0.7262807186239368,400,100,386,97
random_forest_shallow,E0_BrightnessValue,4,accuracy,0.47,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,balanced_accuracy,0.531678486997636,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,macro_precision,0.4617748917748918,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,macro_recall,0.531678486997636,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,macro_f1,0.4509003629551574,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,normal_auc,0.8229813664596273,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,mild_auc,0.6716178241670012,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,severe_auc,0.545,400,100,389,94
random_forest_shallow,E0_BrightnessValue,4,macro_auc,0.6798663968755428,400,100,389,94
random_forest_shallow,E1_four_core_transformed,0,accuracy,0.49,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,balanced_accuracy,0.5472888555722139,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,macro_precision,0.5058169295918842,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,macro_recall,0.5472888555722139,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,macro_f1,0.4763997113997114,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,normal_auc,0.8500846979107849,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,mild_auc,0.6576522435897436,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,severe_auc,0.6673142302088393,400,100,385,98
random_forest_shallow,E1_four_core_transformed,0,macro_auc,0.7250170572364559,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,accuracy,0.55,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,balanced_accuracy,0.6329022988505747,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,macro_precision,0.5822751322751323,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,macro_recall,0.6329022988505747,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,macro_f1,0.5496323529411765,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,normal_auc,0.8760587238848108,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,mild_auc,0.6842948717948718,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,severe_auc,0.6976687712481787,400,100,385,98
random_forest_shallow,E1_four_core_transformed,1,macro_auc,0.7526741223092871,400,100,385,98
random_forest_shallow,E1_four_core_transformed,2,accuracy,0.48,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,balanced_accuracy,0.5709219858156028,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,macro_precision,0.48618340723603887,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,macro_recall,0.5709219858156028,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,macro_f1,0.481835073139421,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,normal_auc,0.885940146809712,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,mild_auc,0.6216378964271376,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,severe_auc,0.6626190476190477,400,100,387,96
random_forest_shallow,E1_four_core_transformed,2,macro_auc,0.7233990302852992,400,100,387,96
random_forest_shallow,E1_four_core_transformed,3,accuracy,0.51,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,balanced_accuracy,0.5968547641073081,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,macro_precision,0.5218442447582371,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,macro_recall,0.5968547641073081,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,macro_f1,0.5117063492063492,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,normal_auc,0.8709768492377188,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,mild_auc,0.5963468486551585,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,severe_auc,0.6900000000000001,400,100,386,97
random_forest_shallow,E1_four_core_transformed,3,macro_auc,0.7191078992976258,400,100,386,97
random_forest_shallow,E1_four_core_transformed,4,accuracy,0.47,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,balanced_accuracy,0.55177304964539,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,macro_precision,0.5005555555555555,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,macro_recall,0.55177304964539,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,macro_f1,0.4621548432418958,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,normal_auc,0.8562958780350084,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,mild_auc,0.6870734644720995,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,severe_auc,0.5442857142857143,400,100,389,94
random_forest_shallow,E1_four_core_transformed,4,macro_auc,0.6958850189309406,400,100,389,94
random_forest_shallow,E2_compact_physical,0,accuracy,0.47,400,100,385,98
random_forest_shallow,E2_compact_physical,0,balanced_accuracy,0.5379497751124438,400,100,385,98
random_forest_shallow,E2_compact_physical,0,macro_precision,0.4826797385620915,400,100,385,98
random_forest_shallow,E2_compact_physical,0,macro_recall,0.5379497751124438,400,100,385,98
random_forest_shallow,E2_compact_physical,0,macro_f1,0.4609706630900738,400,100,385,98
random_forest_shallow,E2_compact_physical,0,normal_auc,0.8506493506493507,400,100,385,98
random_forest_shallow,E2_compact_physical,0,mild_auc,0.6622596153846153,400,100,385,98
random_forest_shallow,E2_compact_physical,0,severe_auc,0.6389023797960175,400,100,385,98
random_forest_shallow,E2_compact_physical,0,macro_auc,0.7172704486099946,400,100,385,98
random_forest_shallow,E2_compact_physical,1,accuracy,0.51,400,100,385,98
random_forest_shallow,E2_compact_physical,1,balanced_accuracy,0.6096743295019157,400,100,385,98
random_forest_shallow,E2_compact_physical,1,macro_precision,0.5548070718802426,400,100,385,98
random_forest_shallow,E2_compact_physical,1,macro_recall,0.6096743295019157,400,100,385,98
random_forest_shallow,E2_compact_physical,1,macro_f1,0.5044456492274328,400,100,385,98
random_forest_shallow,E2_compact_physical,1,normal_auc,0.8695652173913043,400,100,385,98
random_forest_shallow,E2_compact_physical,1,mild_auc,0.6572516025641025,400,100,385,98
random_forest_shallow,E2_compact_physical,1,severe_auc,0.6908693540553668,400,100,385,98
random_forest_shallow,E2_compact_physical,1,macro_auc,0.7392287246702578,400,100,385,98
random_forest_shallow,E2_compact_physical,2,accuracy,0.47,400,100,387,96
random_forest_shallow,E2_compact_physical,2,balanced_accuracy,0.5564292321924145,400,100,387,96
random_forest_shallow,E2_compact_physical,2,macro_precision,0.4702686202686202,400,100,387,96
random_forest_shallow,E2_compact_physical,2,macro_recall,0.5564292321924145,400,100,387,96
random_forest_shallow,E2_compact_physical,2,macro_f1,0.4757709847223914,400,100,387,96
random_forest_shallow,E2_compact_physical,2,normal_auc,0.8927159796725014,400,100,387,96
random_forest_shallow,E2_compact_physical,2,mild_auc,0.6099959855479726,400,100,387,96
random_forest_shallow,E2_compact_physical,2,severe_auc,0.6535714285714286,400,100,387,96
random_forest_shallow,E2_compact_physical,2,macro_auc,0.7187611312639675,400,100,387,96
random_forest_shallow,E2_compact_physical,3,accuracy,0.45,400,100,386,97
random_forest_shallow,E2_compact_physical,3,balanced_accuracy,0.5422448350292939,400,100,386,97
random_forest_shallow,E2_compact_physical,3,macro_precision,0.44563543003851097,400,100,386,97
random_forest_shallow,E2_compact_physical,3,macro_recall,0.5422448350292939,400,100,386,97
random_forest_shallow,E2_compact_physical,3,macro_f1,0.45445738403484875,400,100,386,97
random_forest_shallow,E2_compact_physical,3,normal_auc,0.8692828910220215,400,100,386,97
random_forest_shallow,E2_compact_physical,3,mild_auc,0.5822962665596145,400,100,386,97
random_forest_shallow,E2_compact_physical,3,severe_auc,0.6685714285714286,400,100,386,97
random_forest_shallow,E2_compact_physical,3,macro_auc,0.7067168620510215,400,100,386,97
random_forest_shallow,E2_compact_physical,4,accuracy,0.45,400,100,389,94
random_forest_shallow,E2_compact_physical,4,balanced_accuracy,0.5536643026004727,400,100,389,94
random_forest_shallow,E2_compact_physical,4,macro_precision,0.5303174603174603,400,100,389,94
random_forest_shallow,E2_compact_physical,4,macro_recall,0.5536643026004727,400,100,389,94
random_forest_shallow,E2_compact_physical,4,macro_f1,0.43092108297587745,400,100,389,94
random_forest_shallow,E2_compact_physical,4,normal_auc,0.8410502540937324,400,100,389,94
random_forest_shallow,E2_compact_physical,4,mild_auc,0.6973103171417102,400,100,389,94
random_forest_shallow,E2_compact_physical,4,severe_auc,0.5235714285714286,400,100,389,94
random_forest_shallow,E2_compact_physical,4,macro_auc,0.6873106666022903,400,100,389,94
random_forest_shallow,E3_device_centered_physical,0,accuracy,0.45,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,balanced_accuracy,0.5256121939030485,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,macro_precision,0.4854589303447297,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,macro_recall,0.5256121939030485,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,macro_f1,0.4439643885833988,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,normal_auc,0.831451157538114,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,mild_auc,0.6590544871794871,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,severe_auc,0.606847984458475,400,100,385,98
random_forest_shallow,E3_device_centered_physical,0,macro_auc,0.6991178763920254,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,accuracy,0.47,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,balanced_accuracy,0.5411565050807928,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,macro_precision,0.5003602386581111,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,macro_recall,0.5411565050807928,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,macro_f1,0.4731800766283525,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,normal_auc,0.8475437605872388,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,mild_auc,0.6215945512820512,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,severe_auc,0.6937833899951433,400,100,385,98
random_forest_shallow,E3_device_centered_physical,1,macro_auc,0.7209739006214777,400,100,385,98
random_forest_shallow,E3_device_centered_physical,2,accuracy,0.44,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,balanced_accuracy,0.5055504162812211,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,macro_precision,0.45085309788985706,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,macro_recall,0.5055504162812211,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,macro_f1,0.4596651445966515,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,normal_auc,0.893845285149633,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,mild_auc,0.5654355680449619,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,severe_auc,0.6602380952380952,400,100,387,96
random_forest_shallow,E3_device_centered_physical,2,macro_auc,0.70650631614423,400,100,387,96
random_forest_shallow,E3_device_centered_physical,3,accuracy,0.45,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,balanced_accuracy,0.5274437249460376,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,macro_precision,0.447446654540476,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,macro_recall,0.5274437249460376,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,macro_f1,0.4573506822083672,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,normal_auc,0.8531902879728968,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,mild_auc,0.5433560818948213,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,severe_auc,0.695952380952381,400,100,386,97
random_forest_shallow,E3_device_centered_physical,3,macro_auc,0.6974995836066996,400,100,386,97
random_forest_shallow,E3_device_centered_physical,4,accuracy,0.38,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,balanced_accuracy,0.4771610648576421,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,macro_precision,0.37232323232323233,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,macro_recall,0.4771610648576421,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,macro_f1,0.36336169814636055,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,normal_auc,0.849802371541502,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,mild_auc,0.7019269369731032,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,severe_auc,0.525,400,100,389,94
random_forest_shallow,E3_device_centered_physical,4,macro_auc,0.6922431028382018,400,100,389,94
random_forest_shallow,E4_camera_only,0,accuracy,0.42,400,100,385,98
random_forest_shallow,E4_camera_only,0,balanced_accuracy,0.5517241379310345,400,100,385,98
random_forest_shallow,E4_camera_only,0,macro_precision,0.27965646806226513,400,100,385,98
random_forest_shallow,E4_camera_only,0,macro_recall,0.5517241379310345,400,100,385,98
random_forest_shallow,E4_camera_only,0,macro_f1,0.3680230880230881,400,100,385,98
random_forest_shallow,E4_camera_only,0,normal_auc,0.7987012987012987,400,100,385,98
random_forest_shallow,E4_camera_only,0,mild_auc,0.5985576923076923,400,100,385,98
random_forest_shallow,E4_camera_only,0,severe_auc,0.6374453618261292,400,100,385,98
random_forest_shallow,E4_camera_only,0,macro_auc,0.6782347842783735,400,100,385,98
random_forest_shallow,E4_camera_only,1,accuracy,0.45,400,100,385,98
random_forest_shallow,E4_camera_only,1,balanced_accuracy,0.5862068965517241,400,100,385,98
random_forest_shallow,E4_camera_only,1,macro_precision,0.3037037037037037,400,100,385,98
random_forest_shallow,E4_camera_only,1,macro_recall,0.5862068965517241,400,100,385,98
random_forest_shallow,E4_camera_only,1,macro_f1,0.40009337068160605,400,100,385,98
random_forest_shallow,E4_camera_only,1,normal_auc,0.8571428571428572,400,100,385,98
random_forest_shallow,E4_camera_only,1,mild_auc,0.6322115384615384,400,100,385,98
random_forest_shallow,E4_camera_only,1,severe_auc,0.6469159786304031,400,100,385,98
random_forest_shallow,E4_camera_only,1,macro_auc,0.7120901247449328,400,100,385,98
random_forest_shallow,E4_camera_only,2,accuracy,0.47,400,100,387,96
random_forest_shallow,E4_camera_only,2,balanced_accuracy,0.6,400,100,387,96
random_forest_shallow,E4_camera_only,2,macro_precision,0.3204707170224412,400,100,387,96
random_forest_shallow,E4_camera_only,2,macro_recall,0.6,400,100,387,96
random_forest_shallow,E4_camera_only,2,macro_f1,0.41771561771561777,400,100,387,96
random_forest_shallow,E4_camera_only,2,normal_auc,0.8766233766233766,400,100,387,96
random_forest_shallow,E4_camera_only,2,mild_auc,0.6352870333199518,400,100,387,96
random_forest_shallow,E4_camera_only,2,severe_auc,0.657142857142857,400,100,387,96
random_forest_shallow,E4_camera_only,2,macro_auc,0.7230177556953952,400,100,387,96
random_forest_shallow,E4_camera_only,3,accuracy,0.48,400,100,386,97
random_forest_shallow,E4_camera_only,3,balanced_accuracy,0.6111111111111112,400,100,386,97
random_forest_shallow,E4_camera_only,3,macro_precision,0.3262178434592228,400,100,386,97
random_forest_shallow,E4_camera_only,3,macro_recall,0.6111111111111112,400,100,386,97
random_forest_shallow,E4_camera_only,3,macro_f1,0.42529137529137534,400,100,386,97
random_forest_shallow,E4_camera_only,3,normal_auc,0.8766233766233766,400,100,386,97
random_forest_shallow,E4_camera_only,3,mild_auc,0.6152147731834605,400,100,386,97
random_forest_shallow,E4_camera_only,3,severe_auc,0.680952380952381,400,100,386,97
random_forest_shallow,E4_camera_only,3,macro_auc,0.7242635102530727,400,100,386,97
random_forest_shallow,E4_camera_only,4,accuracy,0.41,400,100,389,94
random_forest_shallow,E4_camera_only,4,balanced_accuracy,0.5333333333333333,400,100,389,94
random_forest_shallow,E4_camera_only,4,macro_precision,0.2733333333333334,400,100,389,94
random_forest_shallow,E4_camera_only,4,macro_recall,0.5333333333333333,400,100,389,94
random_forest_shallow,E4_camera_only,4,macro_f1,0.36004566210045663,400,100,389,94
random_forest_shallow,E4_camera_only,4,normal_auc,0.8246753246753247,400,100,389,94
random_forest_shallow,E4_camera_only,4,mild_auc,0.6706142111601767,400,100,389,94
random_forest_shallow,E4_camera_only,4,severe_auc,0.5714285714285715,400,100,389,94
random_forest_shallow,E4_camera_only,4,macro_auc,0.688906035754691,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,0,accuracy,0.48,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,balanced_accuracy,0.5478927203065134,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,macro_precision,0.49710351377018047,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,macro_recall,0.5478927203065134,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,macro_f1,0.46572732287018,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,normal_auc,0.8557312252964426,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,mild_auc,0.6586538461538461,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,severe_auc,0.6525012141816416,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,0,macro_auc,0.7222954285439768,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,accuracy,0.54,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,balanced_accuracy,0.6168582375478927,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,macro_precision,0.5585044283413848,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,macro_recall,0.6168582375478927,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,macro_f1,0.5396593640919772,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,normal_auc,0.8732354601919818,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,mild_auc,0.6742788461538461,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,severe_auc,0.7039825157843613,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,1,macro_auc,0.7504989407100631,400,100,385,98
random_forest_shallow,E5_E3_plus_camera,2,accuracy,0.48,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,balanced_accuracy,0.5709219858156028,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,macro_precision,0.48618340723603887,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,macro_recall,0.5709219858156028,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,macro_f1,0.481835073139421,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,normal_auc,0.8921513269339356,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,mild_auc,0.6150140505820955,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,severe_auc,0.6566666666666668,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,2,macro_auc,0.7212773480608993,400,100,387,96
random_forest_shallow,E5_E3_plus_camera,3,accuracy,0.48,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,balanced_accuracy,0.5709219858156028,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,macro_precision,0.48078529657477026,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,macro_recall,0.5709219858156028,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,macro_f1,0.48245874698903674,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,normal_auc,0.8692828910220215,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,mild_auc,0.5826977117623444,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,severe_auc,0.6780952380952381,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,3,macro_auc,0.7100252802932013,400,100,386,97
random_forest_shallow,E5_E3_plus_camera,4,accuracy,0.48,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,balanced_accuracy,0.5669030732860519,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,macro_precision,0.5311111111111111,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,macro_recall,0.5669030732860519,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,macro_f1,0.4719149755826733,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,normal_auc,0.8738001129305478,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,mild_auc,0.6922922521075873,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,severe_auc,0.540952380952381,400,100,389,94
random_forest_shallow,E5_E3_plus_camera,4,macro_auc,0.7023482486635054,400,100,389,94
